"sbjCode","condit","exp","file","Category","x1","y1","x2","y2","x3","y3","x4","y4","x5","y5","x6","y6","x7","y7","x8","y8","x9","y9"
"292","high","mc24","dot_cond3_sub292.txt",1,-9,16,-10,-14,4,-2,5,8,9,-2,-6,15,-6,11,8,13,-6,4
"292","high","mc24","dot_cond3_sub292.txt",2,11,13,14,-6,-10,14,-7,-9,9,-3,-11,-13,-12,9,-3,14,12,3
"292","high","mc24","dot_cond3_sub292.txt",3,2,-4,8,-13,-8,9,-1,-5,-8,1,10,-7,3,7,-4,12,11,11
"293","mixed","mc24","dot_cond4_sub293.txt",1,5,-10,12,6,-7,2,14,2,15,4,-15,1,9,-12,8,-8,12,11
"293","mixed","mc24","dot_cond4_sub293.txt",2,-14,0,-3,-4,-14,-5,-9,12,-4,-10,-8,15,-1,-2,14,0,9,3
"293","mixed","mc24","dot_cond4_sub293.txt",3,13,11,0,-3,-11,-3,-13,11,12,2,3,10,-3,9,1,0,-6,-5
"294","low","mc24","dot_cond1_sub294.txt",1,11,-12,-1,-6,14,2,6,4,3,8,5,-6,-12,-11,-3,12,13,-8
"294","low","mc24","dot_cond1_sub294.txt",2,-11,-10,-7,6,-13,-9,-5,-8,-7,10,11,0,-2,16,-14,0,8,15
"294","low","mc24","dot_cond1_sub294.txt",3,4,-14,-10,-3,-14,-4,3,7,14,0,6,-10,-7,-3,9,-6,5,13
"295","medium","mc24","dot_cond2_sub295.txt",1,-10,16,8,9,-13,8,-4,-4,-14,-6,-11,-15,-2,-14,-8,-5,6,-9
"295","medium","mc24","dot_cond2_sub295.txt",2,-8,15,10,-2,-2,-12,-6,-7,-10,-12,3,9,6,-8,2,3,5,12
"295","medium","mc24","dot_cond2_sub295.txt",3,8,11,-4,11,-10,16,7,14,-13,-6,-8,9,-2,-12,2,7,-12,1
"296","high","mc24","dot_cond3_sub296.txt",1,-4,8,-1,-4,10,7,-7,6,-12,-11,-14,-2,-2,-11,-14,-9,12,-1
"296","high","mc24","dot_cond3_sub296.txt",2,12,9,-10,4,-1,10,1,-15,9,-14,3,13,0,-3,-6,-5,-4,-4
"296","high","mc24","dot_cond3_sub296.txt",3,0,-11,15,9,-4,13,5,-9,3,-5,6,-1,11,4,15,0,-12,16
"297","mixed","mc24","dot_cond4_sub297.txt",1,-15,4,-10,5,10,-8,-11,-12,16,-2,-11,13,-13,3,-13,0,4,14
"297","mixed","mc24","dot_cond4_sub297.txt",2,7,-7,4,8,-7,-3,12,5,15,-1,-4,-14,-10,16,-7,11,10,-12
"297","mixed","mc24","dot_cond4_sub297.txt",3,-11,-14,-7,-4,13,2,12,12,14,9,-14,13,4,4,9,9,11,5
"298","low","mc24","dot_cond1_sub298.txt",1,-12,-15,-4,-6,3,-7,9,4,7,10,8,1,-10,5,15,9,-4,2
"298","low","mc24","dot_cond1_sub298.txt",2,-7,10,-10,0,8,11,-2,-12,-7,-14,4,3,14,-6,-4,15,1,5
"298","low","mc24","dot_cond1_sub298.txt",3,13,-9,-6,-4,-14,-13,8,4,-10,-6,11,-11,-14,3,0,16,-12,-5
"299","medium","mc24","dot_cond2_sub299.txt",1,-6,-2,-8,1,-15,2,-10,12,-12,5,4,9,8,8,10,6,13,10
"299","medium","mc24","dot_cond2_sub299.txt",2,9,-5,3,13,2,-7,9,-1,-12,-10,4,-4,10,15,-1,-11,9,-14
"299","medium","mc24","dot_cond2_sub299.txt",3,12,-6,0,-8,7,3,-9,2,11,6,13,-2,3,8,-6,16,2,2
"3","high","mc24","dot_cond3_sub3.txt",1,5,2,13,-12,-13,2,3,12,3,3,-11,10,7,7,11,-3,-7,15
"3","high","mc24","dot_cond3_sub3.txt",2,-14,12,-13,-14,-2,-5,-4,15,10,-12,2,-11,10,12,-5,-3,6,4
"3","high","mc24","dot_cond3_sub3.txt",3,-12,11,14,-5,15,-2,13,9,5,-8,-12,-14,-5,-13,4,-14,15,-11
"30","medium","mc24","dot_cond2_sub30.txt",1,-11,-1,-15,10,-13,13,12,-13,-5,11,2,-15,-5,-2,-13,-13,10,-12
"30","medium","mc24","dot_cond2_sub30.txt",2,-2,-9,8,1,8,-11,-6,-11,-14,4,6,-1,5,-10,12,-7,-12,-6
"30","medium","mc24","dot_cond2_sub30.txt",3,2,-1,10,-6,6,4,-14,-2,-3,-11,0,7,8,15,15,-10,-11,15
"300","high","mc24","dot_cond3_sub300.txt",1,13,4,11,-5,-8,-15,10,-14,-4,-14,-7,-13,12,-10,2,-1,16,11
"300","high","mc24","dot_cond3_sub300.txt",2,-14,-9,-14,16,14,1,-8,3,1,-15,13,-7,7,7,11,11,11,0
"300","high","mc24","dot_cond3_sub300.txt",3,-9,-4,11,-7,8,11,-12,-10,4,-6,-7,-14,11,-14,-3,15,-1,-15
"301","mixed","mc24","dot_cond4_sub301.txt",1,-2,-8,4,12,4,9,-3,-10,11,11,-11,11,16,1,-7,-4,14,10
"301","mixed","mc24","dot_cond4_sub301.txt",2,-14,14,4,3,-14,0,-14,8,-7,9,4,-6,6,-4,-3,-5,11,-7
"301","mixed","mc24","dot_cond4_sub301.txt",3,2,-12,4,-9,15,3,-14,-13,-5,6,-9,-12,10,2,0,-9,7,0
"302","low","mc24","dot_cond1_sub302.txt",1,-3,9,9,-6,14,-1,-12,-12,-13,11,-14,5,-14,2,16,10,3,-14
"302","low","mc24","dot_cond1_sub302.txt",2,-12,10,15,15,7,14,-10,11,12,-1,-1,3,15,-5,4,3,4,-1
"302","low","mc24","dot_cond1_sub302.txt",3,-6,12,-6,9,14,9,4,-4,-15,0,-10,11,-3,-14,1,-14,-4,11
"303","medium","mc24","dot_cond2_sub303.txt",1,12,-5,-8,1,5,-5,3,4,-1,-10,-15,-9,1,6,-6,-4,1,2
"303","medium","mc24","dot_cond2_sub303.txt",2,3,-7,-11,-9,-7,-11,7,8,-2,3,12,1,-9,6,-2,16,-14,-1
"303","medium","mc24","dot_cond2_sub303.txt",3,-8,8,-2,-9,-9,-3,-5,8,-4,-7,-9,-9,-10,4,10,10,-2,15
"304","high","mc24","dot_cond3_sub304.txt",1,-1,2,13,0,-9,-12,2,13,-9,11,-14,-7,7,7,-12,8,3,-3
"304","high","mc24","dot_cond3_sub304.txt",2,12,-4,-8,-15,15,1,7,-8,-13,-4,1,-8,0,-2,-2,-7,11,3
"304","high","mc24","dot_cond3_sub304.txt",3,3,12,-4,6,4,4,0,15,-3,14,5,13,-2,3,0,-13,6,-8
"305","mixed","mc24","dot_cond4_sub305.txt",1,-7,12,2,1,5,13,14,7,-9,-11,13,-12,16,-12,-2,-3,10,6
"305","mixed","mc24","dot_cond4_sub305.txt",2,-4,-1,0,-14,-3,14,-9,13,6,7,-9,3,10,7,1,-10,14,14
"305","mixed","mc24","dot_cond4_sub305.txt",3,-12,5,-11,-14,-14,12,5,12,10,-4,-14,16,13,13,-1,-7,-7,8
"306","low","mc24","dot_cond1_sub306.txt",1,-8,-11,-14,5,5,0,14,2,10,1,7,-7,-12,-9,-10,-14,-2,-9
"306","low","mc24","dot_cond1_sub306.txt",2,-7,5,-15,-7,6,0,12,9,-10,10,-3,-3,16,-11,15,-1,-10,-1
"306","low","mc24","dot_cond1_sub306.txt",3,16,-7,-12,12,14,9,4,2,-13,-2,-6,11,-6,-14,-4,8,-8,4
"307","medium","mc24","dot_cond2_sub307.txt",1,-9,-7,2,-4,-3,-13,10,-10,1,14,-2,5,8,0,-14,-12,-11,-11
"307","medium","mc24","dot_cond2_sub307.txt",2,15,12,-11,11,1,-13,0,5,-15,-8,7,-9,-7,-15,6,11,8,-3
"307","medium","mc24","dot_cond2_sub307.txt",3,8,13,12,-15,-11,-14,16,16,0,-11,4,3,12,-10,-12,14,14,15
"308","high","mc24","dot_cond3_sub308.txt",1,-4,11,-4,-12,-14,-6,15,-5,7,9,8,1,9,13,6,-5,9,16
"308","high","mc24","dot_cond3_sub308.txt",2,-6,-8,15,4,11,-1,-1,-1,-10,-6,-13,15,-11,12,5,-12,-9,1
"308","high","mc24","dot_cond3_sub308.txt",3,13,-11,-9,0,5,4,12,9,-9,10,3,5,-9,-3,-7,1,3,0
"309","mixed","mc24","dot_cond4_sub309.txt",1,-12,-13,14,-2,1,2,-13,-11,9,15,-10,9,10,2,11,9,10,-6
"309","mixed","mc24","dot_cond4_sub309.txt",2,-10,-6,-9,13,8,-2,-6,0,10,14,15,-9,12,-9,2,8,-7,-3
"309","mixed","mc24","dot_cond4_sub309.txt",3,4,-7,3,-13,-14,-3,4,-15,16,-6,-5,15,-12,-2,3,-1,10,-6
"31","high","mc24","dot_cond3_sub31.txt",1,-3,7,12,1,10,-6,-12,6,-10,-2,-2,9,-6,0,12,-14,10,-12
"31","high","mc24","dot_cond3_sub31.txt",2,11,-1,10,-8,-5,-10,3,-5,14,4,4,-11,-12,10,4,-8,11,-15
"31","high","mc24","dot_cond3_sub31.txt",3,-7,3,12,-12,3,1,-2,9,-1,-13,-2,-11,11,5,-3,-2,6,-13
"310","low","mc24","dot_cond1_sub310.txt",1,5,-6,13,-12,-14,-15,-1,11,2,-2,5,-2,10,7,15,15,-5,10
"310","low","mc24","dot_cond1_sub310.txt",2,-11,-8,-13,-11,-2,4,-2,1,-6,-13,-4,-2,2,5,-14,9,-10,16
"310","low","mc24","dot_cond1_sub310.txt",3,0,5,-8,1,11,5,-14,-11,-14,16,-8,7,16,4,-8,11,8,-6
"311","medium","mc24","dot_cond2_sub311.txt",1,14,-12,12,16,-7,-8,-6,-2,-4,-4,-10,9,-2,8,8,8,-12,0
"311","medium","mc24","dot_cond2_sub311.txt",2,13,8,5,-2,0,11,-2,8,14,-14,-12,-2,-15,-1,-7,6,9,-3
"311","medium","mc24","dot_cond2_sub311.txt",3,-14,-9,-5,-13,8,-15,-14,14,-7,-2,0,-12,4,8,5,-9,-10,-9
"312","high","mc24","dot_cond3_sub312.txt",1,14,-3,3,0,7,-8,8,10,-11,3,-7,12,-5,14,-11,-13,3,-4
"312","high","mc24","dot_cond3_sub312.txt",2,-2,15,-11,16,1,6,-5,-5,-12,-10,1,-2,-7,-3,10,6,-9,12
"312","high","mc24","dot_cond3_sub312.txt",3,11,-3,-13,-13,0,-8,-4,4,-1,1,0,8,-7,-5,-5,6,-13,-1
"313","mixed","mc24","dot_cond4_sub313.txt",1,-2,4,9,-11,9,13,-9,1,-5,13,1,12,13,-8,-10,-10,5,15
"313","mixed","mc24","dot_cond4_sub313.txt",2,-10,-4,9,1,8,-4,5,-1,-5,6,-8,-11,0,7,5,8,2,5
"313","mixed","mc24","dot_cond4_sub313.txt",3,-6,8,-1,-1,11,-14,7,-3,3,3,14,0,5,4,-5,2,-1,11
"314","low","mc24","dot_cond1_sub314.txt",1,-6,-3,-6,3,-1,-15,13,4,6,-11,0,12,7,-3,3,-3,-8,-11
"314","low","mc24","dot_cond1_sub314.txt",2,3,8,-4,9,9,-12,-14,12,1,11,15,4,-4,1,16,13,-6,-8
"314","low","mc24","dot_cond1_sub314.txt",3,-15,-11,13,-3,15,8,13,-7,-1,-4,-11,-11,-5,0,-9,14,4,-7
"315","medium","mc24","dot_cond2_sub315.txt",1,8,-3,4,9,-3,-13,-6,-8,15,15,16,4,-14,1,-15,-2,13,-1
"315","medium","mc24","dot_cond2_sub315.txt",2,6,-13,-4,4,9,-3,12,-1,-14,1,9,13,-12,3,-1,-11,-10,11
"315","medium","mc24","dot_cond2_sub315.txt",3,-5,0,13,12,6,16,9,-7,10,-5,-2,-9,1,-12,-3,1,-14,3
"316","high","mc24","dot_cond3_sub316.txt",1,4,2,11,-15,-2,-15,16,12,-9,-12,6,-3,-3,7,-4,13,9,-10
"316","high","mc24","dot_cond3_sub316.txt",2,1,11,11,-15,9,5,6,-8,6,-3,7,13,15,0,0,-1,4,2
"316","high","mc24","dot_cond3_sub316.txt",3,-11,-14,4,-8,-8,9,-6,-12,-14,10,9,12,-1,-3,5,-15,-13,-2
"318","low","mc24","dot_cond1_sub318.txt",1,-1,11,13,15,-2,9,13,6,8,-14,-3,-3,-9,12,6,-12,11,2
"318","low","mc24","dot_cond1_sub318.txt",2,16,3,-8,-4,13,-11,-5,2,-11,-2,-10,-7,-3,8,-13,8,-6,9
"318","low","mc24","dot_cond1_sub318.txt",3,2,6,0,-2,9,-7,5,-1,6,-12,15,-9,9,14,14,0,-13,-1
"319","medium","mc24","dot_cond2_sub319.txt",1,1,5,-15,-14,-11,10,-8,12,-11,6,11,11,15,-13,2,-1,-8,-9
"319","medium","mc24","dot_cond2_sub319.txt",2,11,0,5,9,-4,-9,-3,0,5,-11,16,-10,15,11,5,-2,16,7
"319","medium","mc24","dot_cond2_sub319.txt",3,-12,15,9,0,7,-2,-8,9,15,4,-2,13,7,-13,9,-3,0,-12
"32","mixed","mc24","dot_cond4_sub32.txt",1,-11,16,-8,3,5,-15,14,6,10,14,-7,5,12,0,-7,0,-3,1
"32","mixed","mc24","dot_cond4_sub32.txt",2,12,16,6,11,-2,-14,-15,-7,-12,-10,-10,-3,3,-1,0,-6,-2,4
"32","mixed","mc24","dot_cond4_sub32.txt",3,-3,-1,-10,-11,-12,11,-3,14,1,5,-2,-3,12,2,-4,-7,-9,0
"320","high","mc24","dot_cond3_sub320.txt",1,9,14,2,-11,-8,11,-12,4,0,12,3,4,-5,15,8,-5,1,3
"320","high","mc24","dot_cond3_sub320.txt",2,-11,11,6,-2,-14,14,14,13,-5,0,-3,-6,9,16,-14,10,-5,-11
"320","high","mc24","dot_cond3_sub320.txt",3,-9,10,-1,-12,15,5,7,-10,12,-2,-1,11,-5,-5,9,-9,1,0
"321","mixed","mc24","dot_cond4_sub321.txt",1,2,-3,-12,-10,-10,-7,-13,-13,-6,0,0,-7,14,5,-15,9,-8,-14
"321","mixed","mc24","dot_cond4_sub321.txt",2,-15,-5,-10,8,-8,-14,8,-10,-9,5,14,-5,-12,-13,-14,9,-7,-3
"321","mixed","mc24","dot_cond4_sub321.txt",3,0,8,1,-9,-8,6,8,0,-10,-8,-15,10,2,-13,-9,-10,9,7
"322","low","mc24","dot_cond1_sub322.txt",1,4,4,3,-15,-7,14,3,6,-12,-3,14,4,1,-2,-14,10,-9,11
"322","low","mc24","dot_cond1_sub322.txt",2,15,7,-13,3,-14,-7,11,8,7,-4,-12,11,10,-11,11,-5,1,-8
"322","low","mc24","dot_cond1_sub322.txt",3,-4,-2,-7,11,14,-11,-12,5,7,12,3,-7,-8,-11,14,-14,9,-10
"323","medium","mc24","dot_cond2_sub323.txt",1,-1,-10,-3,-15,10,5,-2,13,9,-8,-10,10,-1,5,5,1,0,10
"323","medium","mc24","dot_cond2_sub323.txt",2,11,11,2,8,-5,-4,13,-5,-15,-12,-3,7,6,9,11,7,-9,11
"323","medium","mc24","dot_cond2_sub323.txt",3,2,2,10,8,3,14,-9,1,-5,8,0,15,10,-13,-4,-7,13,-11
"324","high","mc24","dot_cond3_sub324.txt",1,9,0,10,11,14,8,15,-3,-1,-7,-14,14,0,10,6,16,-10,2
"324","high","mc24","dot_cond3_sub324.txt",2,3,7,16,14,13,3,-7,13,15,-12,1,14,6,10,4,9,-10,5
"324","high","mc24","dot_cond3_sub324.txt",3,-1,-4,-7,-8,-5,-9,3,-2,-14,-11,10,14,10,8,-6,-15,9,5
"326","low","mc24","dot_cond1_sub326.txt",1,11,11,6,5,-14,15,5,-7,-5,-11,15,-1,-6,-1,15,10,-14,11
"326","low","mc24","dot_cond1_sub326.txt",2,-14,9,9,-3,10,-14,5,-13,0,10,15,-5,5,4,-9,-9,15,9
"326","low","mc24","dot_cond1_sub326.txt",3,0,-14,-8,-14,-3,-10,0,14,5,16,-12,10,2,-11,6,1,5,3
"327","medium","mc24","dot_cond2_sub327.txt",1,2,-3,-15,-3,-1,7,-8,-6,11,-5,9,-13,-13,12,13,10,-6,-13
"327","medium","mc24","dot_cond2_sub327.txt",2,-4,15,8,1,5,12,-1,-14,2,3,2,11,9,12,11,-4,6,8
"327","medium","mc24","dot_cond2_sub327.txt",3,15,-5,-10,3,6,11,13,10,13,1,9,-7,-8,-12,-3,-7,-8,11
"328","high","mc24","dot_cond3_sub328.txt",1,1,6,3,-12,-1,0,11,10,12,-1,16,-8,-2,2,0,-14,14,-9
"328","high","mc24","dot_cond3_sub328.txt",2,-9,-7,-6,-12,-4,-10,-9,7,8,10,16,-2,-14,-14,0,0,16,11
"328","high","mc24","dot_cond3_sub328.txt",3,0,4,8,6,-8,0,-11,1,13,7,10,-5,8,-12,1,-13,6,5
"329","mixed","mc24","dot_cond4_sub329.txt",1,-9,-9,16,10,0,10,-4,-12,10,-9,-15,-2,-9,1,13,-13,6,12
"329","mixed","mc24","dot_cond4_sub329.txt",2,0,10,-7,-11,13,-5,5,-13,10,-1,3,-2,6,10,-12,-14,14,-1
"329","mixed","mc24","dot_cond4_sub329.txt",3,13,-12,-13,-6,10,-4,-4,13,3,3,-6,4,-1,4,-11,13,-10,-9
"33","low","mc24","dot_cond1_sub33.txt",1,-12,-10,-2,-11,-8,-12,-7,15,2,-15,14,2,-7,11,13,-7,5,-12
"33","low","mc24","dot_cond1_sub33.txt",2,0,-9,5,6,10,6,-7,1,-2,-3,-4,-7,-1,-5,-13,-4,-11,-13
"33","low","mc24","dot_cond1_sub33.txt",3,1,14,5,-3,-2,-12,-5,7,-7,6,-10,-1,1,-1,10,-2,15,0
"330","low","mc24","dot_cond1_sub330.txt",1,1,-9,6,15,15,-3,2,-6,10,15,12,1,-3,15,-2,11,-10,8
"330","low","mc24","dot_cond1_sub330.txt",2,-2,16,-13,-9,2,9,-6,15,15,-11,-6,7,-10,-9,9,10,12,4
"330","low","mc24","dot_cond1_sub330.txt",3,-11,4,-7,4,9,-12,-13,-11,7,4,-10,6,-12,-9,0,14,9,14
"331","medium","mc24","dot_cond2_sub331.txt",1,12,10,4,-13,0,-4,14,-3,-8,-9,14,-10,5,-3,-2,7,3,6
"331","medium","mc24","dot_cond2_sub331.txt",2,12,-11,5,1,5,14,3,9,-2,-1,6,6,14,15,-6,5,-13,6
"331","medium","mc24","dot_cond2_sub331.txt",3,8,2,-13,14,14,3,-2,-8,16,10,6,-4,16,0,-11,7,-8,-11
"332","high","mc24","dot_cond3_sub332.txt",1,-11,-13,-10,4,5,15,-6,-14,-3,8,2,15,-5,14,2,2,-12,12
"332","high","mc24","dot_cond3_sub332.txt",2,-3,13,7,2,10,-7,2,16,-7,0,7,-5,-12,-5,8,15,-12,14
"332","high","mc24","dot_cond3_sub332.txt",3,4,16,10,-7,3,-15,14,3,15,8,-11,-1,15,-3,-15,-3,-2,2
"333","mixed","mc24","dot_cond4_sub333.txt",1,-6,-13,15,11,2,-7,-15,-1,11,10,7,-3,10,-8,-9,9,-2,-1
"333","mixed","mc24","dot_cond4_sub333.txt",2,15,-8,-6,1,16,-11,0,10,-5,-1,15,1,0,-1,2,0,-11,-8
"333","mixed","mc24","dot_cond4_sub333.txt",3,-8,-9,-1,7,6,-9,-8,16,-7,-7,-12,12,-3,5,12,-12,-4,7
"334","low","mc24","dot_cond1_sub334.txt",1,-14,-8,-11,4,-8,15,5,-12,4,-7,-5,10,15,0,-14,10,12,-10
"334","low","mc24","dot_cond1_sub334.txt",2,15,-1,8,-5,-13,11,-4,6,1,10,-2,-4,4,11,-4,14,-4,10
"334","low","mc24","dot_cond1_sub334.txt",3,-1,16,9,2,-13,15,-9,11,14,-15,-4,-13,-12,-10,-8,16,5,12
"335","medium","mc24","dot_cond2_sub335.txt",1,-8,-12,9,9,5,15,-7,-1,9,-10,-9,-14,-5,-9,-3,9,-14,10
"335","medium","mc24","dot_cond2_sub335.txt",2,10,5,-7,-14,-13,2,-9,4,-1,-14,-5,13,-12,-14,2,4,16,-1
"335","medium","mc24","dot_cond2_sub335.txt",3,15,-4,-11,-7,6,1,-11,-4,3,-2,-2,-8,2,-14,-10,2,15,8
"336","high","mc24","dot_cond3_sub336.txt",1,-3,0,-10,12,-3,-3,-2,16,-11,-15,5,14,9,-11,13,9,-9,-3
"336","high","mc24","dot_cond3_sub336.txt",2,-11,-9,8,15,-6,-10,2,-9,-1,-1,13,14,13,4,-11,7,14,-11
"336","high","mc24","dot_cond3_sub336.txt",3,-4,-2,-8,7,12,4,-14,14,-5,-14,-9,-3,7,4,14,14,1,-13
"337","mixed","mc24","dot_cond4_sub337.txt",1,7,-8,-14,14,0,7,11,-11,4,5,1,2,-14,-9,-9,3,6,7
"337","mixed","mc24","dot_cond4_sub337.txt",2,10,10,-9,2,8,-15,-5,3,8,8,3,-5,-10,7,-9,-11,-2,15
"337","mixed","mc24","dot_cond4_sub337.txt",3,-3,-8,-12,9,1,13,13,10,11,7,4,-5,-5,13,-4,1,-13,-10
"338","low","mc24","dot_cond1_sub338.txt",1,-9,11,13,12,-14,-9,6,2,12,-7,5,-2,15,-9,1,12,5,13
"338","low","mc24","dot_cond1_sub338.txt",2,10,7,-9,4,15,-12,14,-14,4,9,-12,16,-5,-3,-3,-14,6,14
"338","low","mc24","dot_cond1_sub338.txt",3,-4,-11,-6,11,-9,-9,0,-5,16,16,-7,15,13,8,10,10,10,-2
"339","medium","mc24","dot_cond2_sub339.txt",1,11,5,2,-12,9,15,-10,0,-12,13,-14,12,-5,3,12,-9,-7,6
"339","medium","mc24","dot_cond2_sub339.txt",2,11,12,14,-12,14,-9,7,-2,11,0,1,-10,6,10,2,-12,10,2
"339","medium","mc24","dot_cond2_sub339.txt",3,1,0,-5,-7,5,-6,12,15,2,-10,6,9,11,-4,1,7,7,4
"34","medium","mc24","dot_cond2_sub34.txt",1,10,0,-9,1,2,-12,-8,-4,10,-7,-4,-5,-15,0,-13,-8,15,5
"34","medium","mc24","dot_cond2_sub34.txt",2,6,-7,9,2,-1,-10,12,-10,-6,-11,-10,6,-10,-8,-10,-13,5,-3
"34","medium","mc24","dot_cond2_sub34.txt",3,6,-9,-2,-8,-13,-6,3,12,-9,3,-11,2,2,-6,4,2,-15,9
"340","high","mc24","dot_cond3_sub340.txt",1,-14,-9,-6,-11,-11,-9,12,12,-1,-9,11,-14,-12,6,-13,0,7,11
"340","high","mc24","dot_cond3_sub340.txt",2,-4,11,1,15,4,-9,-7,-4,6,-3,-10,10,10,-6,8,-11,4,-12
"340","high","mc24","dot_cond3_sub340.txt",3,14,-11,5,13,9,10,9,5,11,3,0,5,-13,-2,4,-10,-8,6
"341","mixed","mc24","dot_cond4_sub341.txt",1,2,-2,9,-8,1,9,15,-1,1,5,-11,-13,10,-10,6,-14,-1,-12
"341","mixed","mc24","dot_cond4_sub341.txt",2,-3,-2,-14,-6,-4,10,7,4,4,-1,10,3,-7,-3,-10,8,13,-10
"341","mixed","mc24","dot_cond4_sub341.txt",3,-15,-4,-13,8,10,6,12,8,-3,-14,11,-14,-5,-13,4,4,-7,2
"342","low","mc24","dot_cond1_sub342.txt",1,15,6,-1,-8,9,-10,-12,-6,-7,-10,-5,16,0,8,12,10,14,-5
"342","low","mc24","dot_cond1_sub342.txt",2,-15,8,8,-8,5,6,-4,5,5,15,2,8,-7,-7,13,10,1,3
"342","low","mc24","dot_cond1_sub342.txt",3,13,14,-8,1,-11,-8,-8,8,-10,3,14,0,-11,-13,10,11,-8,-8
"344","high","mc24","dot_cond3_sub344.txt",1,-3,-11,8,-6,-2,15,-11,-5,4,4,-14,4,1,8,8,-13,11,9
"344","high","mc24","dot_cond3_sub344.txt",2,-7,5,8,14,10,5,1,7,-3,0,5,9,15,-14,-8,11,-3,5
"344","high","mc24","dot_cond3_sub344.txt",3,7,14,0,11,-3,3,-3,-7,-13,13,12,-5,12,2,-12,-6,3,5
"345","mixed","mc24","dot_cond4_sub345.txt",1,-7,-9,14,10,-5,9,-13,14,4,2,3,8,3,12,8,-12,8,5
"345","mixed","mc24","dot_cond4_sub345.txt",2,-5,10,2,-5,1,-13,2,-1,-4,16,-6,-4,15,2,-11,3,-13,-6
"345","mixed","mc24","dot_cond4_sub345.txt",3,-6,9,-3,14,12,-1,4,11,1,-11,12,-10,-10,-14,15,-2,12,11
"346","low","mc24","dot_cond1_sub346.txt",1,-2,-2,16,14,11,-4,15,-13,-5,-10,-14,5,12,-13,-7,2,-12,-5
"346","low","mc24","dot_cond1_sub346.txt",2,2,1,9,2,-8,-14,-7,-1,-14,-2,9,-7,-8,3,-1,-4,-9,-5
"346","low","mc24","dot_cond1_sub346.txt",3,-6,-4,-2,-5,13,-8,-13,-2,-4,7,-5,3,-7,15,-14,-11,2,3
"347","medium","mc24","dot_cond2_sub347.txt",1,-12,4,-9,4,13,-12,12,14,4,-3,7,-1,-1,-9,-2,-15,14,1
"347","medium","mc24","dot_cond2_sub347.txt",2,1,-8,-13,-1,3,2,-1,-4,-7,3,12,3,7,4,16,3,4,-13
"347","medium","mc24","dot_cond2_sub347.txt",3,-13,-8,8,6,2,11,-14,0,3,13,-8,-13,-4,0,-8,7,-3,-7
"348","high","mc24","dot_cond3_sub348.txt",1,6,9,-12,-13,10,-11,-7,14,9,6,-3,-8,2,5,0,16,-2,-10
"348","high","mc24","dot_cond3_sub348.txt",2,10,-10,0,4,-3,-2,-9,-14,-6,-5,15,-1,12,-1,14,-5,1,-10
"348","high","mc24","dot_cond3_sub348.txt",3,3,-1,4,5,6,8,0,12,7,-12,-9,-1,3,-13,14,-12,-11,-6
"349","mixed","mc24","dot_cond4_sub349.txt",1,12,0,-5,-4,-7,9,12,-14,-10,3,-4,-8,-1,-2,-14,15,6,9
"349","mixed","mc24","dot_cond4_sub349.txt",2,-14,-9,-13,14,1,-11,13,-4,13,-1,10,-7,16,8,5,6,-4,16
"349","mixed","mc24","dot_cond4_sub349.txt",3,11,-7,-7,2,-10,0,13,1,-12,11,2,2,-1,-6,7,1,-13,-1
"35","high","mc24","dot_cond3_sub35.txt",1,7,12,-1,-11,14,-14,10,-14,1,-1,1,3,-14,-14,12,12,7,-6
"35","high","mc24","dot_cond3_sub35.txt",2,-7,-13,0,-12,-5,-2,-14,-13,1,3,-13,16,2,8,2,-14,10,13
"35","high","mc24","dot_cond3_sub35.txt",3,13,-9,2,4,-2,14,-6,-14,-1,-4,-9,0,-14,-7,-7,-8,6,-6
"350","low","mc24","dot_cond1_sub350.txt",1,-2,-8,-2,-5,-8,-13,5,-4,7,-7,1,0,15,-12,12,-11,14,5
"350","low","mc24","dot_cond1_sub350.txt",2,3,0,11,-3,15,-3,11,0,1,-1,5,-1,7,14,-6,-1,-8,2
"350","low","mc24","dot_cond1_sub350.txt",3,-6,8,-9,14,-2,10,-11,5,-5,-13,2,0,6,10,-9,0,4,-12
"351","medium","mc24","dot_cond2_sub351.txt",1,15,7,2,-6,-1,16,-1,13,-10,4,15,-4,5,5,-12,6,0,-7
"351","medium","mc24","dot_cond2_sub351.txt",2,-14,-11,5,7,7,15,13,7,-1,8,-1,12,-6,-6,-4,-1,-5,7
"351","medium","mc24","dot_cond2_sub351.txt",3,6,7,8,11,4,-6,-1,-12,13,-11,-4,2,2,-9,-8,-2,2,-1
"352","high","mc24","dot_cond3_sub352.txt",1,0,9,-15,-7,-14,15,-7,5,-2,14,3,4,2,2,-8,3,14,-7
"352","high","mc24","dot_cond3_sub352.txt",2,3,-7,7,1,-6,-10,6,-10,9,12,13,-10,15,14,-8,11,6,-4
"352","high","mc24","dot_cond3_sub352.txt",3,-13,9,-10,-13,-8,-14,10,6,-10,6,14,2,-4,11,0,-15,-15,-1
"353","mixed","mc24","dot_cond4_sub353.txt",1,-1,13,9,9,4,-3,10,-10,7,7,15,-5,-5,15,-11,4,0,-13
"353","mixed","mc24","dot_cond4_sub353.txt",2,-8,-12,-2,-10,12,8,10,-10,16,-5,4,-7,0,15,5,10,4,1
"353","mixed","mc24","dot_cond4_sub353.txt",3,1,10,-4,-14,-10,-1,-8,-8,-13,1,0,-13,-9,-14,11,15,-12,14
